file,comp,C_succ_nodes,C_succ_edges,P_succ_nodes,P_succ_edges,Z_succ_nodes,Z_succ_edges,C_ind_nodes,C_ind_edges,P_ind_nodes,P_ind_edges,Z_ind_nodes,Z_ind_edges,C_bet_nodes,C_bet_edges,P_bet_nodes,P_bet_edges,Z_bet_nodes,Z_bet_edges
grafo4396.63.gml,0,48211,167072,25386,144247,21551,140412,161140,538025,105846,482731,96608,473493,51603,185267,25673,159337,21749,155413
grafo5463.42.gml,0,58658,197540,31718,170600,27085,165967,278284,911740,190871,824327,176266,809722,69859,248467,33432,212040,28438,207046
grafo9661.86.gml,0,403618,1462260,196280,1254922,161491,1220133,1276925,4308427,825092,3856594,747426,3778928,452683,1674888,205118,1427323,168642,1390847
grafo9743.80.gml,0,27120,91008,14619,78507,12686,76574,101047,333931,67736,300620,61960,294844,28878,102731,14741,88594,12437,86290
grafo4234.78.gml,0,102964,359192,53048,309276,44730,300958,375448,1250998,248950,1124500,228088,1103638,116442,419843,55213,358614,46284,349685
grafo5371.43.gml,0,15630,50560,8906,43836,7590,42520,72695,237515,50037,214857,46361,211181,17574,60903,8963,52292,7783,51112
grafo2625.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6078.76.gml,0,51813,179210,27386,154783,22993,150390,194326,644019,129862,579555,119230,568923,56123,203541,27659,175077,23527,170945
grafo1092.42.gml,0,10740,34692,5916,29868,5234,29186,42454,139126,28720,125392,26426,123098,11170,38798,5840,33468,5184,32812
grafo6681.75.gml,0,169057,598533,84379,513855,70337,499813,598377,1998315,394651,1794589,360995,1760933,188125,694649,88271,594795,72939,579463
grafo8803.96.gml,0,267806,957712,131702,821608,108766,798672,863132,2903598,560836,2601302,509440,2549906,297733,1096137,136671,935075,113637,912041
grafo9352.80.gml,0,42990,146580,22380,125970,18984,122574,144073,478997,94931,429855,86388,421312,45287,162036,22654,139403,19165,135914
grafo9294.84.gml,0,21146,69898,11854,60606,9990,58742,80836,267086,54473,240723,49983,236233,22047,78512,11951,68416,10021,66486
grafo7305.38.gml,0,21668,71618,12040,61990,10308,60258,88390,291074,59885,262569,55127,257811,23659,83162,12299,71802,10555,70058
grafo1394.45.gml,0,8217,25796,4667,22246,4172,21751,41695,135156,28908,122369,26913,120374,9008,31027,4851,26870,4255,26274
grafo5000.80.gml,0,142818,507140,71373,435695,59151,423473,448574,1509038,289999,1350463,264342,1324806,153333,566013,73469,486149,60804,473484
grafo5250.42.gml,0,6094,19156,3538,16600,3108,16170,27666,90140,19074,81548,17612,80086,6580,22266,3522,19208,3120,18806
grafo5348.46.gml,0,25663,84563,14299,73199,12458,71358,122837,401647,84308,363118,77915,356725,30814,106052,15019,90257,13003,88241
grafo2152.21.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7164.56.gml,0,5346,16796,3142,14592,2734,14184,23842,77724,16374,70256,15228,69110,5354,18856,3114,16616,2740,16242
grafo8958.89.gml,0,163333,579759,81515,497941,68191,484617,527304,1771642,343297,1587635,312866,1557204,180971,658638,84080,561747,69719,547386
grafo5197.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2935.11.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9720.68.gml,0,65556,223706,35420,193570,30260,188410,291959,960575,198030,866646,182724,851340,78017,276446,37403,235832,31472,229901
grafo3663.36.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo984.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5018.81.gml,0,60576,209814,31335,180573,26517,175755,200451,669393,131553,600495,120078,589020,64080,232425,31716,200061,26796,195141
grafo315.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8289.74.gml,0,87740,305994,44616,262870,37384,255638,275749,923681,179437,827369,162605,810537,93597,338572,45307,290282,37976,282951
grafo6274.48.gml,0,87937,300226,46873,259162,39565,251854,396561,1304512,269536,1177487,248350,1156301,104672,375239,49813,320380,41926,312493
grafo4724.75.gml,0,158560,564907,79383,485730,66253,472600,516583,1735474,336463,1555354,305814,1524705,174828,640546,82166,547884,68285,534003
grafo5317.57.gml,0,25622,86289,14011,74678,12062,72729,95868,317057,64147,285336,59016,280205,27476,97291,14121,83936,12112,81927
grafo6945.44.gml,0,25015,82385,13969,71339,12036,69406,112504,368334,76653,332483,70771,326601,27946,98967,14489,85510,12314,83335
grafo11603.38.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7220.42.gml,0,25712,86379,13981,74648,12002,72669,95958,317147,64087,285276,58986,280175,27446,97261,14241,84056,12052,81867
grafo6506.80.gml,0,85944,298898,44362,257316,38072,251026,316832,1053586,210307,947061,192285,929039,97025,349019,46232,298226,38643,290637
grafo8495.86.gml,0,290687,1036305,144041,889659,118774,864392,1020165,3414481,670800,3065116,612095,3006411,330366,1217486,149675,1036795,124007,1011127
grafo6268.57.gml,0,36798,125819,19472,108493,16365,105386,121616,405189,79537,363110,72982,356555,37472,136546,19585,118659,16485,115559
grafo8478.98.gml,0,270988,974600,133006,836618,110034,813646,860774,2901120,557251,2597597,507350,2547696,299501,1108900,138314,947713,114079,923478
grafo7808.69.gml,0,31598,106328,16868,91598,15004,89734,125629,414865,84882,374118,77882,367118,34658,123203,17403,105948,15035,103580
grafo7599.40.gml,0,23701,77085,13397,66781,11382,64766,105991,347477,72517,314003,66898,308384,26671,93259,13529,80117,11788,78376
grafo9571.67.gml,0,7580,23881,4375,20676,3905,20206,31653,103582,21462,93391,19904,91833,7804,26918,4382,23496,3902,23016
grafo7582.45.gml,0,9244,29324,5316,25396,4726,24806,40279,131313,27618,118652,25376,116410,9743,33756,5334,29347,4713,28726
grafo7052.59.gml,0,21884,72582,12144,62842,10112,60810,80754,266334,53757,239337,49315,234895,22485,80420,11993,69928,10215,68150
grafo5466.42.gml,0,32760,108684,18230,94154,15336,91260,158046,516018,108684,466656,100649,458621,37347,132937,18616,114206,15881,111471
grafo527.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9186.62.gml,0,39058,131220,21380,113542,18354,110516,170445,560249,115578,505382,106722,496526,44600,158637,22387,136424,19186,133223
grafo11516.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5888.37.gml,0,9244,29324,5316,25396,4726,24806,40279,131313,27618,118652,25376,116410,9743,33756,5334,29347,4713,28726
grafo583.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7964.75.gml,0,101166,351896,52466,303196,44348,295078,384430,1277094,256310,1148974,234908,1127572,117798,419067,54879,356148,46042,347311
grafo9515.67.gml,0,51308,175680,27376,151748,23486,147858,187174,622560,124904,560290,114334,549720,56955,201804,27926,172775,23864,168713
grafo7088.43.gml,0,22946,77420,12432,66906,10486,64960,77014,256396,50806,230188,46396,225778,22974,83104,12404,72534,10430,70560
grafo5091.53.gml,0,72859,251458,38405,217004,32653,211252,281211,932550,188108,839447,171977,823316,84197,298391,39717,253911,33598,247792
grafo5617.45.gml,0,5736,18028,3410,15702,2984,15276,24618,80532,16925,72839,15660,71574,6063,20476,3376,17789,2980,17393
grafo10266.94.gml,0,440432,1608826,210969,1379363,173652,1342046,1278208,4341972,813794,3877558,735217,3798981,480283,1798841,218599,1537157,178559,1497117
grafo2142.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6063.43.gml,0,26042,87351,14227,75536,12046,73355,99124,327147,66549,294572,61126,289149,27530,98637,14417,85524,12108,83215
grafo6082.42.gml,0,28994,95614,16144,82764,14144,80764,139268,455284,95372,411388,88279,404295,34613,120145,17122,102654,14585,100117
grafo5989.49.gml,0,9308,30130,5308,26130,4746,25568,37952,124498,25960,112506,23766,110312,9380,33374,5272,29266,4686,28680
grafo671.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11584.34.gml,0,2914,8844,1826,7756,1634,7564,13807,44827,9548,40568,8875,39895,3137,10280,1731,8874,1593,8736
grafo5051.80.gml,0,236244,835874,118682,718312,97762,697392,874551,2913415,578552,2617416,528975,2567839,272111,996004,123469,847362,102728,826621
grafo2714.11.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1456.29.gml,0,17291,55096,9874,47679,8685,46490,88675,288518,61372,261215,57072,256915,20176,69763,10311,59898,8965,58552
grafo7226.38.gml,0,17752,57696,9908,49852,8765,48709,76627,251319,52472,227164,48107,222799,19424,68021,10106,58703,8791,57388
grafo8375.70.gml,0,57754,201604,29366,173216,25020,168870,179360,601892,116720,539252,106152,528684,60939,219948,30014,189023,25108,184117
grafo7262.57.gml,0,70374,242850,36316,208792,30450,202926,247289,822463,163226,738400,148991,724165,76514,276315,36829,236630,31000,230801
grafo4621.56.gml,0,10360,33494,5762,28896,4968,28102,38793,127289,26098,114594,23848,112344,10503,36574,5598,31669,4895,30966
grafo10567.38.gml,0,2003,5985,1196,5178,1156,5138,8349,27025,5678,24354,5206,23882,1835,6259,1150,5574,1094,5518
grafo5342.44.gml,0,5498,17160,3272,14934,2862,14524,25180,81952,17363,74135,16088,72860,5881,19924,3258,17301,2872,16915
grafo8366.76.gml,0,105198,370940,53944,319686,45064,310806,350948,1175760,229047,1053859,209491,1034303,115209,419968,55883,360642,45939,350698
grafo554.10.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8155.61.gml,0,106072,361972,56039,311939,47656,303556,480918,1581616,327146,1427844,301004,1401702,129021,458705,59461,389145,50205,379889
grafo3678.34.gml,0,5380,16444,3246,14310,2852,13916,25734,83396,17801,75463,16404,74066,5723,19428,3252,16957,2876,16581
grafo7009.37.gml,0,7598,23899,4375,20676,3905,20206,31653,103582,21462,93391,19922,91851,7786,26900,4382,23496,3902,23016
grafo10732.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9443.82.gml,0,136082,482776,67546,414240,55820,402514,407835,1374223,261058,1227446,238144,1204532,144012,531147,68803,455938,56693,443828
grafo6170.36.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6668.49.gml,0,7229,22735,4291,19797,3851,19357,32246,105056,21962,94772,20396,93206,7625,26240,4286,22901,3816,22431
grafo1026.26.gml,0,1178,3404,758,2984,634,2860,5328,17146,3722,15540,3390,15208,1090,3616,714,3240,612,3138
grafo10227.96.gml,0,170938,607270,85648,521980,71656,507988,575422,1928748,376511,1729837,343469,1696795,192996,699685,88711,595400,73937,580626
grafo4403.57.gml,0,49874,168144,26816,145086,23050,141320,199632,658408,134376,593152,123060,581836,57175,200154,27710,170689,23632,166611
grafo2570.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2396.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10885.98.gml,0,107776,380002,54538,326764,45468,317694,343166,1153684,223079,1033597,203269,1013787,115045,422779,55734,363468,46153,353887
grafo475.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10074.90.gml,0,314810,1139184,152998,977372,127078,951452,959439,3245423,617141,2903125,559189,2845173,351194,1290593,159500,1098899,131199,1070598
grafo9101.72.gml,0,126113,435554,65374,374815,54904,364345,510365,1690182,342239,1522056,314303,1494120,148557,531835,69057,452335,58017,441295
grafo812.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5361.76.gml,0,146111,523659,71963,449511,59493,437041,425079,1438817,272553,1286291,245559,1259297,156325,574103,73763,491541,60875,478653
grafo10383.99.gml,0,220311,788386,108864,676939,89810,657885,687259,2316500,443865,2073106,402825,2032066,241986,889411,112456,759881,92599,740024
grafo10185.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6028.36.gml,0,2003,5985,1196,5178,1156,5138,8349,27025,5678,24354,5206,23882,1835,6259,1150,5574,1094,5518
grafo2230.39.gml,0,23644,77924,12876,67156,11294,65574,109962,359634,75324,324996,69849,319521,27615,95933,13470,81788,11949,80267
grafo8234.70.gml,0,48591,168486,25608,145503,21753,141648,167969,560302,110878,503211,101415,493748,52839,189338,26038,162537,22035,158534
grafo11312.91.gml,0,80350,280624,40448,240722,34594,234868,243822,821006,159166,736350,143792,720976,81578,303506,40832,262760,34480,256408
grafo442.12.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7871.77.gml,0,215718,766807,107264,658353,88470,639559,710992,2388433,465368,2142809,422724,2100165,236388,874382,110868,748862,91631,729625
grafo3754.40.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9384.64.gml,0,66678,230114,34804,198240,29752,193188,251046,832914,167474,749342,153319,735187,75193,268511,36256,229574,30422,223740
grafo5828.43.gml,0,2914,8844,1826,7756,1634,7564,13807,44827,9548,40568,8875,39895,3137,10280,1731,8874,1593,8736
grafo3636.46.gml,0,18230,59045,10278,51093,8959,49774,87602,285599,60098,258095,55738,253735,21105,72822,10703,62420,9269,60986
grafo11057.96.gml,0,245354,882726,119968,757340,99808,737180,728511,2467365,468216,2207070,422463,2161317,266053,984276,122845,841068,101954,820177
grafo9272.65.gml,0,27741,94845,14592,81696,13062,80166,89527,298569,58758,267800,53368,262410,27685,101043,14498,87856,12464,85822
grafo10785.94.gml,0,286986,1024093,141979,879086,118270,855377,1016252,3397823,669118,3050689,610973,2992544,324735,1198699,148559,1022523,123544,997508
grafo291.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9201.83.gml,0,106168,373786,54540,322158,45194,312812,361924,1210348,237060,1085484,216466,1064890,117336,426455,56145,365264,46080,355199
grafo3173.63.gml,0,80350,273348,42352,235350,36356,229354,360524,1186574,245177,1071227,225659,1051709,96089,342775,45462,292148,38273,284959
grafo8824.91.gml,0,140580,498881,71101,429402,59007,417308,468270,1570207,305392,1407329,279119,1381056,156453,569867,73850,487264,61225,474639
grafo3114.40.gml,0,17564,56815,10018,49269,8685,47936,82042,268179,56336,242473,52043,238180,19940,69377,10378,59815,8897,58334
grafo2087.29.gml,0,4355,13637,2479,11761,2182,11464,17101,55821,11603,50323,10742,49462,4129,14433,2445,12749,2136,12440
grafo10644.100.gml,0,354832,1272344,173134,1090646,143416,1060928,1168522,3924428,760218,3516124,691694,3447600,394256,1462787,178736,1247267,148316,1216847
grafo339.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4166.53.gml,0,9906,30656,5798,26548,5180,25930,59347,191603,41675,173931,38755,171011,12326,41291,6186,35151,5448,34413
grafo11235.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3002.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4034.40.gml,0,4266,13045,2581,11360,2296,11075,22108,71565,15363,64820,14316,63773,4742,15879,2655,13792,2356,13493
grafo6861.40.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6831.47.gml,0,26840,88772,14805,76737,12520,74452,113706,373576,77126,336996,71061,330931,29959,105197,15099,90337,12881,88119
grafo7585.48.gml,0,46980,160234,25194,138448,21461,134715,194309,641535,131430,578656,120493,567719,54969,192808,26435,164274,22510,160349
grafo832.21.gml,0,4280,13059,2581,11360,2296,11075,22108,71565,15377,64834,14330,63787,4742,15879,2655,13792,2356,13493
grafo4173.61.gml,0,144816,499632,75078,429894,64224,419040,645346,2117710,441938,1914302,407620,1879984,164288,590738,76202,502652,63762,490212
grafo11308.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3601.44.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3630.54.gml,0,24133,79545,13631,69043,11616,67028,105675,346385,71743,312453,66084,306794,27441,95545,14055,82159,12026,80130
grafo6609.54.gml,0,12684,42045,7362,36723,6269,35630,49098,162073,33006,145981,30521,143496,13846,47435,7314,40903,6157,39746
grafo2248.22.gml,0,2003,5985,1196,5178,1156,5138,8349,27025,5678,24354,5206,23882,1835,6259,1150,5574,1094,5518
grafo4728.51.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo757.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7971.73.gml,0,41194,138454,22050,119310,18746,116006,163048,537584,109227,483763,100656,475192,45367,161579,22593,138805,19155,135367
